'icao24','timestamp','acars','adsb','built','categoryDescription','country','engines','firstFlightDate','firstSeen','icaoAircraftClass','lineNumber','manufacturerIcao','manufacturerName','model','modes','nextReg','notes','operator','operatorCallsign','operatorIata','operatorIcao','owner','prevReg','regUntil','registered','registration','selCal','serialNumber','status','typecode','vdl'
'46ada1','2016-03-30 10:44:07',0,0,,'',Greece,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','',Corporate Airlink,CORPORATE,'',COO,Corporate,'',,,SX-KMA,'','5585','',CL60,0
'46cd03','2017-06-01 10:24:03',0,0,,'',Greece,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Gain Jet Aviation Sa,'',,,SX-SHC,'','5722','',CL60,0
'478384','2017-05-15 07:05:57',0,0,,'',Norway,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Sundt Air A/s,'',,,LN-SUN,'','5517','',CL60,0
'47b007','2017-09-15 00:10:07',0,0,,'',Norway,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 350,0,'','','','','','',Sundt Air A/s,'',,,LN-STB,'','20639','',CL35,0
'4840dd','2017-09-15 00:10:07',0,0,,'',Kingdom of the Netherlands,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',Hyperion Aviation,'',,,P4-AMR,'','20295','',CL30,0
'48433d','2017-09-15 00:10:07',0,0,,'',Kingdom of the Netherlands,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','',Arab Wings,ARAB WINGS,'',AWS,Arab Wings,'',,,P4-PIF,'','9346','',GL5T,0
'484353','2017-09-15 00:10:07',0,0,,'',Kingdom of the Netherlands,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','',Jet Air Group,SISTEMA,'',JSI,Jet Air Group,'',,,P4-GMS,'','9426','',GLEX,0
'484364','2017-09-15 00:10:07',0,0,,'',Kingdom of the Netherlands,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 350,0,'','','','','','',Agl Sky,'',,,P4-AGL,'','20596','',CL35,0
'4844b4','2016-10-18 16:12:11',0,0,,'',Kingdom of the Netherlands,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Air Pilatus Avv,'',,,P4-SAT,'','5762','',CL60,0
'4844b5','2020-05-07 19:09:05',0,0,,Small (15500 to 75000 lbs),Kingdom of the Netherlands,'',,,L2J,'0',CANADAIR,Bombardier (canadair),CL-600-2B16 Challenger 604,0,'','',Prime Aviation Jsc - Kazakhstan,PRAVI,'',PKZ,Prime Aviation,'',,,P4-PKZ,'','5580','',CL60,0
'4850bd','2017-07-09 14:44:14',0,0,,'',Kingdom of the Netherlands,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','',Corporate Airlink,CORPORATE,'',COO,Corporate,'',,,P4-AAG,'','5886','',CL60,0
'4850d0','2017-06-17 00:16:40',0,0,,'',Kingdom of the Netherlands,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Jet Netherlands Bv,'',,,PH-HWM,'','5937','',CL60,0
'48a4e8','2017-09-15 00:10:07',0,0,,'',Poland,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 350,0,'','','','','','',Jet Story,'',,,SP-KHI,'','20508','',CL35,0
'48c511','2017-09-15 00:10:07',0,0,,'',Poland,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',Jet Story,'',,,SP-SIS,'','20141','',CL30,0
'48d1c8','2017-09-15 00:10:07',0,0,,'',Poland,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','','','','','',Jet Story,'',,,SP-WOI,'','9110','',GLEX,0
'48d409','2017-09-15 00:10:07',0,0,,'',Poland,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Jet Story,'',,,SP-ZAK,'','9219','',GL5T,0
'48d635','2017-09-15 00:10:07',0,0,,'',Poland,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Jet Story,'',,,SP-ZSZ,'','20044','',CL30,0
'490d01','2017-09-15 00:10:07',0,0,,'',Portugal,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 350,0,'','','','','','',Netjets Europe,'',,,CS-CHA,'','20544','',CL35,0
'490d02','2017-09-15 00:10:07',0,0,,'',Portugal,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 350,0,'','','','','','',Netjets Europe,'',,,CS-CHB,'','20553','',CL35,0
'490d03','2017-09-15 00:10:07',0,0,,'',Portugal,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 350,0,'','','','','','',Netjets Europe,'',,,CS-CHC,'','20572','',CL35,0
'490d04','2017-09-15 00:10:07',0,0,,'',Portugal,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 350,0,'','','','','','',Netjets Europe,'',,,CS-CHD,'','20584','',CL35,0
'490d05','2017-09-15 00:10:07',0,0,,'',Portugal,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 350,0,'','','','','','',Netjets Europe,'',,,CS-CHE,'','20623','',CL35,0
'490d06','2017-09-15 00:10:07',0,0,,'',Portugal,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 350,0,'','','','','','',Netjets Europe,'',,,CS-CHF,'','20671','',CL35,0
'490d07','2019-08-17 10:29:50',0,0,,Small (15500 to 75000 lbs),Portugal,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 350,0,'','',Netjets Europe,FRACTION,'1I',NJE,'','',,,CS-CHG,'','20699','',CL35,0
'490d0a','2021-05-25 09:45:33',0,0,,'',Portugal,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','','','',,,CS-CHJ,'','','',CL35,0
'4911e6','2017-09-15 00:10:07',0,0,,'',Portugal,'',,,'','','',Bombardier,Challenger 650,0,'','','','','','',Tvpx Ars Inc Trustee,'',,,CS-DOF,'','6079','',CL65,0
'49120c','2017-09-15 00:10:07',0,0,,'',Portugal,'',,,'','','',Bombardier,Global 6000,0,'','',Masterjet,MASTERJET,'',LMJ,Masterjet,'',,,CS-DPL,'','9514','',GL6T,0
'491267','2021-03-10 16:50:37',0,0,,'',Portugal,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','',Executive Jet Management (europe),JET MANAGEMENT,'',JME,Executive Jet Management (europe),'',,'2019-08-01',CS-DSG,'','9843','',GLEX,0
'4912c5','2017-09-15 00:10:07',0,0,,'',Portugal,'',,,L2J,'',RAYTHEON,Bombardier,Global Express,0,'','',Air Jetsul,AIRJETSUL,'',AJU,Airjetsul,'',,,CS-DVE,'','9098','',GLEX,0
'4912d6','2019-12-11 12:53:44',0,0,,Large (75000 to 300000 lbs),Portugal,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Jet Capital Aviation,'',,,CS-DVV,'','9718','',GLEX,0
'491d81','2017-06-21 13:54:21',0,0,,'',Portugal,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Netjets Europe,'',,,CS-GLA,'','9478','',GLEX,0
'491d82','2017-07-25 16:00:39',0,0,,'',Portugal,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Netjets Europe,'',,,CS-GLB,'','9481','',GLEX,0
'491d83','2017-07-11 00:12:11',0,0,,'',Portugal,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Netjets Europe,'',,,CS-GLC,'','9533','',GLEX,0
'491d84','2017-07-01 09:54:14',0,0,,'',Portugal,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Netjets Europe,'',,,CS-GLD,'','9538','',GLEX,0
'491d85','2017-07-12 07:38:26',0,0,,'',Portugal,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Netjets Europe,'',,,CS-GLE,'','9638','',GLEX,0
'491d86','2017-07-22 00:34:01',0,0,,'',Portugal,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Netjets Europe,'',,,CS-GLF,'','9670','',GLEX,0
'491d87','2017-07-10 00:26:26',0,0,,'',Portugal,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Netjets Europe,'',,,CS-GLG,'','9757','',GLEX,0
'491d99','2020-07-13 12:44:18',0,0,,'',Portugal,'',,,L2J,'',BOMBARDIER,Bombardier Aerospace,Global 5000,0,'','',Netjets Europe,FRACTION,'1I',NJE,Nji Sales Inc.,'',,'2019-11-01',CS-GLY,'','9498','',GL5T,0
'49302d','2017-09-15 00:10:07',0,0,,'',Portugal,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Executive Jet Management (europe),'',,,CS-LAM,'','9602','',GL5T,0
'49484e','2017-09-15 00:10:07',0,0,,'',Portugal,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','','','','','',Executive Jet Management (europe),'',,,CS-RBN,'','9083','',GLEX,0
'4948b5','2021-03-10 16:53:27',0,0,,'',Portugal,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','',Executive Jet Management (europe),Jetman,'',JME,Executive Jet Management (europe),'',,'2020-09-01',CS-REU,'','9823','',GLEX,0
'4950d6','2017-09-15 00:10:07',0,0,,'',Portugal,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',Omni Aviacao & Tecnologia Ltda,'',,,CS-TFV,'','20252','',CL30,0
'49526c','2017-09-15 00:10:07',0,0,,'',Portugal,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Executive Jet Management (europe),'',,,CS-TSL,'','9231','',GL5T,0
'498426','2017-06-27 11:13:39',0,0,,'',Czech Republic,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 601 3A,0,'','','','','','',Czech Air Force  	241.dsl,'',,,'5105','','5105','',CL60,0
'4a512b','2017-09-15 00:10:07',0,0,,'',Romania,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','',S C Ion Tiriac,TIRIAC AIR,'',TIH,Tiriac Air,'',,,YR-TIK,'','9229','',GL5T,0
'4a5243','2017-09-15 00:10:07',0,0,,'',Romania,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Toyo Aviation,'',,,YR-TRC,'','20261','',CL30,0
'4ac8e2','2017-09-15 00:10:07',0,0,,'',Sweden,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Bluelink Jets Ab,'',,,SE-RGB,'','9264','',GLEX,0
'4ac9a1','2017-09-15 00:10:07',0,0,,'',Sweden,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','',GHIBLI,'',JET,Industriflyg,'',,,SE-RMA,'','20136','',CL30,0
'4ac9a3','2017-09-15 00:10:07',0,0,,'',Sweden,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','',GHIBLI,'',JET,Industriflyg,'',,,SE-RMC,'','20169','',CL30,0
'4ac9b4','2017-05-04 17:16:37',0,0,,'',Sweden,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Saab Aircraft Ab,'',,,SE-RMT,'','9624','',GLEX,0
'4ac9b5','2017-09-15 00:10:07',0,0,,'',Sweden,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Saab Ab,'',,,SE-RMU,'','9787','',GL6T,0
'4ac9ba','2017-09-15 00:10:07',0,0,,'',Sweden,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Saab Aircraft Ab,'',,,SE-RMZ,'','9743','',GL6T,0
'4b182e','2020-06-22 06:03:52',0,0,,Small (15500 to 75000 lbs),Switzerland,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Legendair Ag,'',,,HB-JEC,'','20029','',CL30,0
'4b1833','2017-09-15 00:10:07',0,0,,'',Switzerland,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Albinati Aeronautics Sa,'',,,HB-JEH,'','9523','',GL6T,0
'4b1847','2017-09-15 00:10:07',0,0,,'',Switzerland,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','',Nomad Aviation,NOMAD AIR,'',NMD,Nomad Aviation Ag,'',,,HB-JFB,'','9130','',GL5T,0
'4b185e','2017-05-14 20:15:59',0,0,,'',Switzerland,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Rolex Sa,'',,,HB-JFY,'','9347','',GLEX,0
'4b1873','2016-11-24 11:34:31',0,0,,'',Switzerland,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Robert Bosch Gmbh,'',,,HB-JGT,'','5736','',CL60,0
'4b18e7','2021-12-28 20:25:57',0,0,,'',Switzerland,'',,,L2J,'',BOMBARDIER,Bombardier,BD-700-2A12 Global 7500,0,'','',Air King Jet Sa,'','','',Air King Jet Sa,'',,,HB-JLF,'','70052','',GL7T,0
'4b197e','2017-07-18 09:42:55',0,0,,'',Switzerland,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Swiss Air Ambulance Ag,'',,,HB-JRA,'','5529','',CL60,0
'4b1982','2017-09-15 00:10:07',0,0,,'',Switzerland,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Execujet Europe Ag,'',,,HB-JRE,'','5726','',CL65,0
'4b1990','2017-09-15 00:10:07',0,0,,'',Switzerland,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Albinati Aeronautics Sa,'',,,HB-JRS,'','9174','',GL5T,0
'4b82cb','2017-09-15 00:10:07',0,0,,'',Turkey,'',,,'','','',Bombardier,Challenger 604,0,'','','',TURKISH AIRFORCE,'',HVK,Turkish Air Force,'',,,TT4010,'','5459','',CL64,0
'4b844e','2017-07-04 14:12:07',0,0,,'',Turkey,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Mng Jet,'',,,TC-ABN,'','5956','',CL60,0
'4b84c6','2017-09-15 00:10:07',0,0,,'',Turkey,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',Mng Jet,'',,,TC-AFF,'','20126','',CL30,0
'4b8642','2017-09-15 00:10:07',0,0,,'',Turkey,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Arkasair Havacilik,'',,,TC-ARB,'','20181','',CL30,0
'4b8644','2017-09-15 00:10:07',0,0,,'',Turkey,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Arkasair Havacilik,'',,,TC-ARD,'','5611','',CL64,0
'4b866c','2017-04-13 16:33:23',0,0,,'',Turkey,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 604,0,'','','','','','',Asl Havacilik,'',,,TC-ASL,'','5595','',CL60,0
'4b8ca1','2017-09-15 00:10:07',0,0,,'',Turkey,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Mng Jet,'',,,TC-CEA,'','5594','',CL64,0
'4b8d88','2017-09-02 01:11:06',0,0,,'',Turkey,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Bon Air Havacilik,'',,,TC-CLH,'','5763','',CL60,0
'4b9922','2017-06-13 10:42:20',0,0,,'',Turkey,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Fiba Air,'',,,TC-FIB,'','5747','',CL60,0
'4b9a4b','2017-09-15 00:10:07',0,0,,'',Turkey,'',,,L2J,'',RAYTHEON,Bombardier,Global Express,0,'','','','','','',Mng Jet,'',,,TC-FRK,'','9153','',GLEX,0
'4b9d10','2017-06-22 15:18:21',0,0,,'',Turkey,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','',Corporate Airlink,CORPORATE,'',COO,Corporate,'',,,TC-GHP,'','8052','',CRJ2,0
'4ba46b','2017-09-15 00:10:07',0,0,,'',Turkey,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Tarkim Havacilik,'',,,TC-ICK,'','5523','',CL64,0
'4bad85','2017-09-15 00:10:07',0,0,,'',Turkey,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Birlesik Insaat,'',,,TC-KLE,'','5964','',CL65,0
'4bad8e','2017-09-12 13:50:31',0,0,,'',Turkey,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Swan Aviation,'',,,TC-KLN,'','5914','',CL60,0
'4bae4d','2017-09-15 00:10:07',0,0,,'',Turkey,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Fiba Air,'',,,TC-KRM,'','9318','',GL5T,0
'4bb541','2017-09-15 00:10:07',0,0,,'',Turkey,'',,,L2J,'',BOMBARDIER,Bombardier,Global 5000,0,'','','','','','',Mng Jet,'',,,TC-MJA,'','9408','',GL5T,0
'4bb542','2017-09-15 00:10:07',0,0,,'',Turkey,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Mng Jet,'',,,TC-MJB,'','5625','',CL64,0
'4bcb41','2017-09-15 00:10:07',0,0,,'',Turkey,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',Mng Jet,'',,,TC-RZA,'','20284','',CL30,0
'4bcc22','2017-03-29 10:54:17',0,0,,'',Turkey,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Doysa Air,'',,,TC-SAB,'','5730','',CL60,0
'4bce0c','2017-09-15 00:10:07',0,0,,'',Turkey,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Genel Havacilik,'',,,TC-SPL,'','20424','',CL30,0
'4bd259','2017-09-15 10:37:36',0,0,,'',Turkey,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 850,0,'','','',TURKU,'',TRK,Government Of Turkey,'',,,TC-TRY,'','8056','',CRJ2,0
'4bda07','2017-09-15 00:10:07',0,0,,'',Turkey,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',Palmali Air,'',,,TC-VPG,'','20218','',CL30,0
'4be721','2017-09-15 00:10:07',0,0,,'',Turkey,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Borajet,'',,,TC-YYA,'','9365','',GLEX,0
'4cab2c','2020-07-18 09:22:42',0,0,,'',Ireland,'',,,L2J,'0',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','',Sonas Aviation Ltd.,'','','',Sonas Aviation Ltd.,'',,,EJ-AWES,'','5966','',CL60,0
'4d0211','2017-09-15 00:10:07',0,0,,'',Luxembourg,'',,,'','','',Bombardier,Challenger 605,0,'','','','','','',Luxaviation Sa,'',,,LX-AGA,'','5704','',CL65,0
'4d021e','2017-09-15 00:10:07',0,0,,'',Luxembourg,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Global Jet Luxembourg Sa,'',,,LX-FLY,'','9252','',GLEX,0
'4d0222','2017-09-15 00:10:07',0,0,,'',Luxembourg,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Global Jet Luxembourg Sa,'',,,LX-ZED,'','9349','',GLEX,0
'4d0227','2020-05-03 15:42:04',0,0,,'',Luxembourg,'',,,L2J,'',BOMBARDIER,Bombardier,BD-100-1A10 Challenger 350,0,'','',Global Jet Luxembourg,SILVER ARROWS,'',SVW,Global Jet Luxembourg,'',,'2019-12-13',LX-GJM,'','20830','',CL35,0
'4d022e','2017-09-15 00:10:07',0,0,,'',Luxembourg,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Global Jet Luxembourg Sa,'',,,LX-GXX,'','9306','',GLEX,0
'4d0236','2017-05-05 10:23:35',0,0,,'',Luxembourg,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Global Jet Luxembourg Sa,'',,,LX-ABB,'','9559','',GLEX,0
'4d0237','2017-09-15 00:10:07',0,0,,'',Luxembourg,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Global Jet Luxembourg Sa,'',,,LX-ZAK,'','9692','',GL6T,0
'4d0238','2017-01-30 21:54:08',0,0,,'',Luxembourg,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express,0,'','','','','','',Global Jet Luxembourg Sa,'',,,LX-NYO,'','9084','',GLEX,0
'4d0282','2016-10-24 07:38:06',0,0,,'',Luxembourg,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Luxaviation Sa,'',,,LX-TNF,'','9332','',GLEX,0
'4d0298','2017-09-15 00:10:07',0,0,,'',Luxembourg,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Luxaviation Sa,'',,,LX-AMG,'','9286','',GLEX,0
'4d0299','2020-07-06 19:05:42',0,0,,'',Luxembourg,'',,,L2J,'0',RAYTHEON,Bombardier,BD-700-1A10 Global Express,0,'','',Luxaviation S.a. - Luxembourg,RED LION,'',LXA,Luxaviation Sa,'',,,LX-JNC,'','9237','',GLEX,0
'4d029f','2017-09-15 00:10:07',0,0,,'',Luxembourg,'',,,L2J,'',BOMBARDIER,Bombardier,Challenger 300,0,'','','','','','',Luxaviation Sa,'',,,LX-AVT,'','20403','',CL30,0
'4d02a1','2017-09-15 00:10:07',0,0,,'',Luxembourg,'',,,'','','',Bombardier,Global 6000,0,'','','','','','',Luxaviation Sa,'',,,LX-NAD,'','9601','',GL6T,0
'4d02e2','2021-12-28 20:58:21',0,0,,'',Luxembourg,'',,,L2J,'',BOMBARDIER,Bombardier,BD-700-2A12 Global 7500,0,'','','','','','','','',,,LX-PAK,'','70067','',GL7T,0
'4d2031','2016-12-28 19:33:45',0,0,,'',Malta,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','',EAVA,'',EAV,Elitavia,'',,,'9H-AFC','','5713','',CL60,0
'4d203d','2016-05-19 16:21:19',0,0,,'',Malta,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Comlux Malta Ltd,'',,,'9H-AFR','','9249','',GL5T,0
'4d2065','2017-06-24 00:06:27',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Vista Jet Malta,'',,,'9H-VJA','','9441','',GLEX,0
'4d2066','2017-05-22 00:40:08',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Vista Jet Malta,'',,,'9H-OPE','','9440','',GLEX,0
'4d206d','2017-04-04 15:15:35',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Hyperion Aviation,'',,,'9H-AMF','','9437','',GLEX,0
'4d2076','2017-09-15 00:10:07',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Emperor Aviation,'',,,'9H-SRT','','9274','',GLEX,0
'4d2077','2017-02-09 14:11:34',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global Express XRS,0,'','','','','','',Emperor Aviation,'',,,'9H-OKI','','9336','',GLEX,0
'4d2078','2017-09-15 00:10:07',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Global Express XRS,0,'','','','','','',Emperor Aviation,'',,,'9H-PVL','','9334','',GLEX,0
'4d207e','2017-07-11 18:21:22',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Vista Jet Malta,'',,,'9H-VJC','','9448','',GLEX,0
'4d207f','2017-05-05 15:03:06',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Vista Jet Malta,'',,,'9H-VJD','','9472','',GLEX,0
'4d2089','2017-06-18 13:10:23',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Vista Jet Malta,'',,,'9H-VJE','','9502','',GLEX,0
'4d208a','2017-07-24 20:35:03',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Vista Jet Malta,'',,,'9H-VJF','','9503','',GLEX,0
'4d2097','2017-07-17 14:31:49',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Comlux Malta Ltd,'',,,'9H-CIO','','9535','',GLEX,0
'4d20a5','2017-09-15 00:10:07',0,0,,'',Malta,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Challenger 300,0,'','','','','','',Dc Aviation,'',,,'9H-SMI','','20071','',CL30,0
'4d20aa','2017-06-10 07:15:33',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Bombardier Global 6000,0,'','','','','','',Vista Jet Malta,'',,,'9H-IGH','','9570','',GLEX,0
'4d20ac','2017-09-15 00:10:07',0,0,,'',Malta,'',,,L2J,'',RAYTHEON,Bombardier,Global Express,0,'','','','','','',Albinati Aviation Ltd,'',,,'9H-III','','9036','',GLEX,0
'4d20af','2017-09-15 00:10:07',0,0,,'',Malta,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Avcon Jet Malta Ltd,'',,,'9H-TOR','','9547','',GL5T,0
'4d20b6','2017-09-15 00:10:07',0,0,,'',Malta,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Vista Jet Malta,'',,,'9H-VTB','','9566','',GL5T,0
'4d20b7','2017-09-15 00:10:07',0,0,,'',Malta,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Vista Jet Malta,'',,,'9H-VTC','','9571','',GL5T,0
'4d20b9','2017-09-15 00:10:07',0,0,,'',Malta,'',,,'','','',Bombardier,Challenger 604,0,'','','','','','',Nomad Aviation Malta,'',,,'9H-JGR','','5624','',CL64,0
'4d20bd','2017-09-15 00:10:07',0,0,,'',Malta,'',,,L2J,'',BOMBARDIER,Bombardier,Bombardier Global 5000,0,'','','','','','',Avcon Jet Malta Ltd,'',,,'9H-OMK','','9578','',GL5T,0
'4d20c7','2017-07-16 15:13:59',0,0,,'',Malta,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Vista Jet Malta,'',,,'9H-VFA','','5970','',CL60,0
'4d20c8','2017-06-15 17:29:03',0,0,,'',Malta,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Vista Jet Malta,'',,,'9H-VFB','','5971','',CL60,0
'4d20c9','2017-07-03 09:48:11',0,0,,'',Malta,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Vista Jet Malta,'',,,'9H-VFC','','5972','',CL60,0
'4d20ca','2017-06-14 10:30:54',0,0,,'',Malta,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Vista Jet Malta,'',,,'9H-VFD','','5973','',CL60,0
'4d20cb','2017-07-13 21:38:10',0,0,,'',Malta,'',,,L2J,'',CANADAIR,Bombardier,Bombardier Challenger 605,0,'','','','','','',Vista Jet Malta,'',,,'9H-VFE','','5974','',CL60,0
